Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9BYD1|RM13_HUMAN	Q9BYD1	RM13_HUMAN	MRPL13	178	Homo sapiens	Large ribosomal subunit protein uL13m	1:Experimental evidence at protein level	19.66	1.0000	0.9990	5	5	5	5	5	5	2.9559022E7	2.9559022E7	2.9559022E7			
sp|Q9BYD2|RM09_HUMAN	Q9BYD2	RM09_HUMAN	MRPL9	267	Homo sapiens	Large ribosomal subunit protein bL9m	1:Experimental evidence at protein level	11.24	1.0000	0.9990	3	3	3	5	5	5	2.210093E7	2.210093E7	2.210093E7			
sp|Q9BYD3|RM04_HUMAN	Q9BYD3	RM04_HUMAN	MRPL4	311	Homo sapiens	Large ribosomal subunit protein uL4m	1:Experimental evidence at protein level	11.25	1.0000	0.9990	2	2	2	2	2	2	9643258.0	9643258.0	9643258.0			
sp|Q9BYD6|RM01_HUMAN	Q9BYD6	RM01_HUMAN	MRPL1	325	Homo sapiens	Large ribosomal subunit protein uL1m	1:Experimental evidence at protein level	3.69	1.0000	0.9990	1	1	1	1	1	1	2.990376E7	2.990376E7	2.990376E7			
sp|Q9BYG3|MK67I_HUMAN	Q9BYG3	MK67I_HUMAN	NIFK	293	Homo sapiens	MKI67 FHA domain-interacting nucleolar phosphoprotein	1:Experimental evidence at protein level	6.14	1.0000	0.9990	1	1	1	1	1	1	0	0	0	11C(57.0214)		
sp|Q9BYJ9|YTHD1_HUMAN	Q9BYJ9	YTHD1_HUMAN	YTHDF1	559	Homo sapiens	YTH domain-containing family protein 1	1:Experimental evidence at protein level	5.72	1.0000	0.9990	3	0	0	4	0	0	5.917476E7	0	0			
sp|Q9BYK8|HELZ2_HUMAN	Q9BYK8	HELZ2_HUMAN	HELZ2	2649	Homo sapiens	Helicase with zinc finger domain 2	1:Experimental evidence at protein level	0.57	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9BYM8|HOIL1_HUMAN	Q9BYM8	HOIL1_HUMAN	RBCK1	510	Homo sapiens	RanBP-type and C3HC4-type zinc finger-containing protein 1	1:Experimental evidence at protein level	5.10	1.0000	0.9990	2	2	2	3	3	3	8610020.0	8610020.0	8610020.0			
sp|Q9BYT8|NEUL_HUMAN	Q9BYT8	NEUL_HUMAN	NLN	704	Homo sapiens	Neurolysin, mitochondrial	1:Experimental evidence at protein level	13.78	1.0000	0.9990	8	8	8	13	13	13	1.95032576E8	1.95032576E8	1.95032576E8	13C(57.0214), 6C(57.0214),8C(57.0214)		
sp|Q9BYV8|CEP41_HUMAN	Q9BYV8	CEP41_HUMAN	CEP41	373	Homo sapiens	Centrosomal protein of 41 kDa	1:Experimental evidence at protein level	3.22	1.0000	0.9990	1	1	1	1	1	1	5419191.5	5419191.5	5419191.5	10C(57.0214)		
sp|Q9BYX4|IFIH1_HUMAN	Q9BYX4	IFIH1_HUMAN	IFIH1	1025	Homo sapiens	Interferon-induced helicase C domain-containing protein 1	1:Experimental evidence at protein level	0.88	1.0000	0.9990	1	1	1	2	2	2	1.1772886E7	1.1772886E7	1.1772886E7			
sp|Q9BYX7|ACTBM_HUMAN	Q9BYX7	ACTBM_HUMAN	POTEKP	375	Homo sapiens	Putative beta-actin-like protein 3	5:Protein uncertain	27.47	1.0000	0.9990	8	2	4	68	4	9	3.5409224E10	7256331.0	1.56219789E9	10M(15.9949),13M(15.9949), 16C(57.0214), 1C(57.0214), 9C(57.0214),13M(15.9949), 16C(57.0214), 1C(57.0214), 9C(57.0214),13M(15.9949), 16C(57.0214), 1C(57.0214), 9C(57.0214)		
sp|Q9BZ23|PANK2_HUMAN	Q9BZ23	PANK2_HUMAN	PANK2	570	Homo sapiens	Pantothenate kinase 2, mitochondrial	1:Experimental evidence at protein level	10.00	1.0000	0.9990	4	3	4	4	3	4	2.4536084E7	2.4252824E7	2.4536084E7	3C(57.0214)		
sp|Q9BZ29|DOCK9_HUMAN	Q9BZ29	DOCK9_HUMAN	DOCK9	2069	Homo sapiens	Dedicator of cytokinesis protein 9	1:Experimental evidence at protein level	0.39	1.0000	0.9990	1	0	0	1	0	0	4258883.5	0	0			
sp|Q9BZ67|FRMD8_HUMAN	Q9BZ67	FRMD8_HUMAN	FRMD8	464	Homo sapiens	FERM domain-containing protein 8	1:Experimental evidence at protein level	7.97	1.0000	0.9990	3	3	3	4	4	4	2.67147328E8	2.67147328E8	2.67147328E8	14C(57.0214),14C(57.0214)		
sp|Q9BZE1|RM37_HUMAN	Q9BZE1	RM37_HUMAN	MRPL37	423	Homo sapiens	Large ribosomal subunit protein mL37	1:Experimental evidence at protein level	16.55	1.0000	0.9990	6	6	6	6	6	6	2.32659232E8	2.32659232E8	2.32659232E8			
sp|Q9BZE4|GTPB4_HUMAN	Q9BZE4	GTPB4_HUMAN	GTPBP4	634	Homo sapiens	GTP-binding protein 4	1:Experimental evidence at protein level	1.26	1.0000	0.9990	1	1	1	1	1	1	2870948.8	2870948.8	2870948.8			
sp|Q9BZE9|ASPC1_HUMAN	Q9BZE9	ASPC1_HUMAN	ASPSCR1	553	Homo sapiens	Tether containing UBX domain for GLUT4	1:Experimental evidence at protein level	9.04	1.0000	0.9990	4	4	4	3	3	3	5.01453E7	5.01453E7	5.01453E7	13C(57.0214), 2C(57.0214)		
sp|Q9BZF1|OSBL8_HUMAN	Q9BZF1	OSBL8_HUMAN	OSBPL8	889	Homo sapiens	Oxysterol-binding protein-related protein 8	1:Experimental evidence at protein level	10.35	1.0000	0.9990	9	7	9	7	5	7	5.2838992E7	5.2147976E7	5.2838992E7	10C(57.0214)		
sp|Q9BZF3|OSBL6_HUMAN	Q9BZF3	OSBL6_HUMAN	OSBPL6	934	Homo sapiens	Oxysterol-binding protein-related protein 6	1:Experimental evidence at protein level	6.21	1.0000	0.9990	5	5	5	7	7	7	5.8975264E7	5.8975264E7	5.8975264E7	4C(57.0214)		
sp|Q9BZH6|WDR11_HUMAN	Q9BZH6	WDR11_HUMAN	WDR11	1224	Homo sapiens	WD repeat-containing protein 11	1:Experimental evidence at protein level	0.65	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9BZJ0|CRNL1_HUMAN	Q9BZJ0	CRNL1_HUMAN	CRNKL1	848	Homo sapiens	Crooked neck-like protein 1	1:Experimental evidence at protein level	4.13	1.0000	0.9990	3	3	3	5	5	5	2.6239198E7	2.6239198E7	2.6239198E7			
sp|Q9BZK7|TBL1R_HUMAN	Q9BZK7	TBL1R_HUMAN	TBL1XR1	514	Homo sapiens	F-box-like/WD repeat-containing protein TBL1XR1	1:Experimental evidence at protein level	5.25	1.0000	0.9990	3	1	3	2	1	2	8.1318984E7	5.5966732E7	8.1318984E7	11C(57.0214)		
sp|Q9BZL1|UBL5_HUMAN	Q9BZL1	UBL5_HUMAN	UBL5	73	Homo sapiens	Ubiquitin-like protein 5	1:Experimental evidence at protein level	12.33	1.0000	0.9990	1	1	1	1	1	1	2.2131996E7	2.2131996E7	2.2131996E7	6C(57.0214)		
sp|Q9BZL4|PP12C_HUMAN	Q9BZL4	PP12C_HUMAN	PPP1R12C	782	Homo sapiens	Protein phosphatase 1 regulatory subunit 12C	1:Experimental evidence at protein level	1.53	1.0000	0.9990	1	1	1	1	1	1	8778819.0	8778819.0	8778819.0			
sp|Q9BZL6|KPCD2_HUMAN	Q9BZL6	KPCD2_HUMAN	PRKD2	878	Homo sapiens	Serine/threonine-protein kinase D2	1:Experimental evidence at protein level	9.45	1.0000	0.9990	7	5	7	7	4	7	8.108764E7	3.796298E7	8.108764E7	2C(57.0214),2C(57.0214),5C(57.0214), 8C(57.0214),5C(57.0214), 8C(57.0214),9C(57.0214)		
sp|Q9BZQ6|EDEM3_HUMAN	Q9BZQ6	EDEM3_HUMAN	EDEM3	932	Homo sapiens	ER degradation-enhancing alpha-mannosidase-like protein 3	1:Experimental evidence at protein level	1.07	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9BZV1|UBXN6_HUMAN	Q9BZV1	UBXN6_HUMAN	UBXN6	441	Homo sapiens	UBX domain-containing protein 6	1:Experimental evidence at protein level	19.95	1.0000	0.9990	7	7	7	13	13	13	1.55890112E8	1.55890112E8	1.55890112E8	16C(57.0214),16C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214)		
sp|Q9BZZ5|API5_HUMAN	Q9BZZ5	API5_HUMAN	API5	524	Homo sapiens	Apoptosis inhibitor 5	1:Experimental evidence at protein level	18.32	1.0000	0.9990	9	9	9	17	17	17	1.71454832E8	1.71454832E8	1.71454832E8			
sp|Q9C026|TRIM9_HUMAN	Q9C026	TRIM9_HUMAN	TRIM9	710	Homo sapiens	E3 ubiquitin-protein ligase TRIM9	1:Experimental evidence at protein level	7.75	1.0000	0.9990	6	5	6	7	7	7	1.3548216E8	1.3548216E8	1.3548216E8	12C(57.0214), 15C(57.0214), 7C(57.0214),12C(57.0214), 15C(57.0214), 7C(57.0214),4C(57.0214), 7C(57.0214)		
sp|Q9C037|TRIM4_HUMAN	Q9C037	TRIM4_HUMAN	TRIM4	500	Homo sapiens	E3 ubiquitin-protein ligase TRIM4	1:Experimental evidence at protein level	3.00	1.0000	0.9990	1	1	1	2	2	2	8569924.0	8569924.0	8569924.0	11C(57.0214), 14C(57.0214), 3C(57.0214),11C(57.0214), 14C(57.0214), 3C(57.0214)		
sp|Q9C040|TRIM2_HUMAN	Q9C040	TRIM2_HUMAN	TRIM2	744	Homo sapiens	Tripartite motif-containing protein 2	1:Experimental evidence at protein level	31.72	1.0000	0.9990	19	18	19	28	26	28	7.8514099E8	7.8514099E8	7.8514099E8	2C(57.0214),2C(57.0214),2C(57.0214),4C(57.0214), 9C(57.0214),4C(57.0214), 9C(57.0214),5C(57.0214), 8C(57.0214)		
sp|Q9C0B0|UNK_HUMAN	Q9C0B0	UNK_HUMAN	UNK	810	Homo sapiens	RING finger protein unkempt homolog	1:Experimental evidence at protein level	1.36	1.0000	0.9990	1	1	1	1	1	1	1.4133724E7	1.4133724E7	1.4133724E7			
sp|Q9C0B1|FTO_HUMAN	Q9C0B1	FTO_HUMAN	FTO	505	Homo sapiens	Alpha-ketoglutarate-dependent dioxygenase FTO	1:Experimental evidence at protein level	13.66	1.0000	0.9990	6	6	6	7	7	7	5.8363688E7	5.8363688E7	5.8363688E7			
sp|Q9C0B6|BRNP2_HUMAN	Q9C0B6	BRNP2_HUMAN	BRINP2	783	Homo sapiens	BMP/retinoic acid-inducible neural-specific protein 2	2:Experimental evidence at transcript level	1.53	1.0000	0.9990	1	1	1	1	1	1	3539938.5	3539938.5	3539938.5			
sp|Q9C0C2|TB182_HUMAN	Q9C0C2	TB182_HUMAN	TNKS1BP1	1729	Homo sapiens	182 kDa tankyrase-1-binding protein	1:Experimental evidence at protein level	2.95	1.0000	0.9990	4	4	4	5	5	5	5.4824664E7	5.4824664E7	5.4824664E7	10C(57.0214)		
sp|Q9C0C9|UBE2O_HUMAN	Q9C0C9	UBE2O_HUMAN	UBE2O	1292	Homo sapiens	(E3-independent) E2 ubiquitin-conjugating enzyme	1:Experimental evidence at protein level	8.28	1.0000	0.9990	10	10	10	9	9	9	1.00068528E8	1.00068528E8	1.00068528E8	1C(57.0214),3C(57.0214),4C(57.0214)		
sp|Q9C0D2|CE295_HUMAN	Q9C0D2	CE295_HUMAN	CEP295	2601	Homo sapiens	Centrosomal protein of 295 kDa	1:Experimental evidence at protein level	0.50	1.0000	0.9870	1	1	1	1	1	1	0	0	0			
sp|Q9C0D3|ZY11B_HUMAN	Q9C0D3	ZY11B_HUMAN	ZYG11B	744	Homo sapiens	Protein zyg-11 homolog B	1:Experimental evidence at protein level	1.88	1.0000	0.9990	3	3	3	1	1	1	5.9611696E7	5.9611696E7	5.9611696E7			
sp|Q9C0D5|TANC1_HUMAN	Q9C0D5	TANC1_HUMAN	TANC1	1861	Homo sapiens	Protein TANC1	1:Experimental evidence at protein level	2.26	1.0000	0.9990	4	4	4	5	5	5	2.4516604E7	2.4516604E7	2.4516604E7			
sp|Q9C0D9|EPT1_HUMAN	Q9C0D9	EPT1_HUMAN	SELENOI	397	Homo sapiens	Ethanolaminephosphotransferase 1	1:Experimental evidence at protein level	4.53	1.0000	0.9990	2	2	2	3	3	3	7854070.5	7854070.5	7854070.5	N-term(42.0106),N-term(42.0106)		
sp|Q9C0E2|XPO4_HUMAN	Q9C0E2	XPO4_HUMAN	XPO4	1151	Homo sapiens	Exportin-4	1:Experimental evidence at protein level	2.09	1.0000	0.9990	2	1	1	3	1	1	5.447412E7	7428065.0	7428065.0	6C(57.0214)		
sp|Q9C0E8|LNP_HUMAN	Q9C0E8	LNP_HUMAN	LNPK	428	Homo sapiens	Endoplasmic reticulum junction formation protein lunapark	1:Experimental evidence at protein level	18.69	1.0000	0.9990	6	6	6	8	8	8	1.85319616E8	1.85319616E8	1.85319616E8	2C(57.0214),2C(57.0214)		
sp|Q9C0H2|TTYH3_HUMAN	Q9C0H2	TTYH3_HUMAN	TTYH3	523	Homo sapiens	Protein tweety homolog 3	1:Experimental evidence at protein level	1.91	1.0000	0.9990	1	1	1	1	1	1	4297690.5	4297690.5	4297690.5			
sp|Q9C0H9|SRCN1_HUMAN	Q9C0H9	SRCN1_HUMAN	SRCIN1	1183	Homo sapiens	SRC kinase signaling inhibitor 1	1:Experimental evidence at protein level	3.72	1.0000	0.9990	5	5	5	4	4	4	1.9748766E7	1.9748766E7	1.9748766E7			
sp|Q9C0J8|WDR33_HUMAN	Q9C0J8	WDR33_HUMAN	WDR33	1336	Homo sapiens	pre-mRNA 3' end processing protein WDR33	1:Experimental evidence at protein level	0.82	1.0000	0.9990	1	1	1	1	1	1	1.27868992E8	1.27868992E8	1.27868992E8	7C(57.0214)		
sp|Q9GZM5|YIPF3_HUMAN	Q9GZM5	YIPF3_HUMAN	YIPF3	350	Homo sapiens	Protein YIPF3	1:Experimental evidence at protein level	2.57	1.0000	0.9990	1	1	1	1	1	1	1.0761992E7	1.0761992E7	1.0761992E7			
sp|Q9GZM7|TINAL_HUMAN	Q9GZM7	TINAL_HUMAN	TINAGL1	467	Homo sapiens	Tubulointerstitial nephritis antigen-like	1:Experimental evidence at protein level	9.21	1.0000	0.9990	3	3	3	4	4	4	4.161892E7	4.161892E7	4.161892E7	12C(57.0214),7C(57.0214)		
sp|Q9GZN8|ADSSP_HUMAN	Q9GZN8	ADSSP_HUMAN	ADISSP	174	Homo sapiens	Adipose-secreted signaling protein	1:Experimental evidence at protein level	36.78	1.0000	0.9990	4	4	4	6	6	6	1.71503152E8	1.71503152E8	1.71503152E8			
sp|Q9GZP4|PITH1_HUMAN	Q9GZP4	PITH1_HUMAN	PITHD1	211	Homo sapiens	PITH domain-containing protein 1	1:Experimental evidence at protein level	45.50	1.0000	0.9990	9	9	9	21	21	21	4.99849216E8	4.99849216E8	4.99849216E8	16M(15.9949), 5M(15.9949),16M(15.9949), 5M(15.9949),3C(57.0214),3C(57.0214),5M(15.9949),5M(15.9949)		
sp|Q9GZQ3|COMD5_HUMAN	Q9GZQ3	COMD5_HUMAN	COMMD5	224	Homo sapiens	COMM domain-containing protein 5	1:Experimental evidence at protein level	3.57	1.0000	0.9990	1	1	1	1	1	1	1.3952863E7	1.3952863E7	1.3952863E7			
sp|Q9GZS3|SKI8_HUMAN	Q9GZS3	SKI8_HUMAN	SKIC8	305	Homo sapiens	Superkiller complex protein 8	1:Experimental evidence at protein level	30.16	1.0000	0.9990	6	6	6	10	10	10	1.60517504E8	1.60517504E8	1.60517504E8	15C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),N-term(42.0106)		
sp|Q9GZT3|SLIRP_HUMAN	Q9GZT3	SLIRP_HUMAN	SLIRP	109	Homo sapiens	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1:Experimental evidence at protein level	41.28	1.0000	0.9990	5	5	5	6	6	6	1.01108576E8	1.01108576E8	1.01108576E8			
sp|Q9GZT4|SRR_HUMAN	Q9GZT4	SRR_HUMAN	SRR	340	Homo sapiens	Serine racemase	1:Experimental evidence at protein level	39.12	1.0000	0.9990	9	9	9	19	19	19	3.500336E8	3.500336E8	3.500336E8	12C(57.0214),12C(57.0214),17C(57.0214),17C(57.0214),1C(57.0214)		
sp|Q9GZT6|CC90B_HUMAN	Q9GZT6	CC90B_HUMAN	CCDC90B	254	Homo sapiens	Coiled-coil domain-containing protein 90B, mitochondrial	1:Experimental evidence at protein level	7.09	1.0000	0.9990	2	2	2	2	2	2	1.0331607E7	1.0331607E7	1.0331607E7			
sp|Q9GZT8|NIF3L_HUMAN	Q9GZT8	NIF3L_HUMAN	NIF3L1	377	Homo sapiens	NIF3-like protein 1	1:Experimental evidence at protein level	15.65	1.0000	0.9990	4	4	4	5	5	5	8.6459664E7	8.6459664E7	8.6459664E7			
sp|Q9GZT9|EGLN1_HUMAN	Q9GZT9	EGLN1_HUMAN	EGLN1	426	Homo sapiens	Egl nine homolog 1	1:Experimental evidence at protein level	23.47	1.0000	0.9990	7	5	7	10	8	10	8.4990064E7	7.9498592E7	8.4990064E7	3C(57.0214),9C(57.0214),9C(57.0214)		
sp|Q9GZU2|PEG3_HUMAN	Q9GZU2	PEG3_HUMAN	PEG3	1588	Homo sapiens	Paternally-expressed gene 3 protein	1:Experimental evidence at protein level	0.82	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9GZU8|PIP30_HUMAN	Q9GZU8	PIP30_HUMAN	PSME3IP1	254	Homo sapiens	PSME3-interacting protein	1:Experimental evidence at protein level	7.48	1.0000	0.9990	2	2	2	3	3	3	7967036.5	7967036.5	7967036.5			
sp|Q9GZV4|IF5A2_HUMAN	Q9GZV4	IF5A2_HUMAN	EIF5A2	153	Homo sapiens	Eukaryotic translation initiation factor 5A-2	1:Experimental evidence at protein level	24.84	1.0000	0.9967	7	0	0	27	0	0	1.90710349E9	0	0			
sp|Q9GZV7|HPLN2_HUMAN	Q9GZV7	HPLN2_HUMAN	HAPLN2	340	Homo sapiens	Hyaluronan and proteoglycan link protein 2	1:Experimental evidence at protein level	2.65	1.0000	0.9990	1	1	1	1	1	1	3384496.0	3384496.0	3384496.0			
sp|Q9GZY8|MFF_HUMAN	Q9GZY8	MFF_HUMAN	MFF	342	Homo sapiens	Mitochondrial fission factor	1:Experimental evidence at protein level	21.64	1.0000	0.9990	4	4	4	4	4	4	8.5872848E7	8.5872848E7	8.5872848E7	2C(57.0214),2C(57.0214)		
sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50_HUMAN	NAA50	169	Homo sapiens	N-alpha-acetyltransferase 50	1:Experimental evidence at protein level	36.09	1.0000	0.9990	5	5	5	7	7	7	1.05259152E8	1.05259152E8	1.05259152E8	13C(57.0214), 14C(57.0214)		
sp|Q9GZZ9|UBA5_HUMAN	Q9GZZ9	UBA5_HUMAN	UBA5	404	Homo sapiens	Ubiquitin-like modifier-activating enzyme 5	1:Experimental evidence at protein level	15.59	1.0000	0.9990	4	4	4	5	5	5	2.2323396E7	2.2323396E7	2.2323396E7	18C(57.0214),18C(57.0214)		
sp|Q9H000|MKRN2_HUMAN	Q9H000	MKRN2_HUMAN	MKRN2	416	Homo sapiens	E3 ubiquitin-protein ligase makorin-2	1:Experimental evidence at protein level	6.97	1.0000	0.9990	2	2	2	4	4	4	8.0786168E7	8.0786168E7	8.0786168E7	12C(57.0214), 15C(57.0214), 7C(57.0214),12C(57.0214), 15C(57.0214), 7C(57.0214)		
sp|Q9H008|LHPP_HUMAN	Q9H008	LHPP_HUMAN	LHPP	270	Homo sapiens	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	1:Experimental evidence at protein level	28.89	1.0000	0.9990	7	7	7	15	15	15	3.39497696E8	3.39497696E8	3.39497696E8	18C(57.0214),18C(57.0214),6C(57.0214)		
sp|Q9H019|MFR1L_HUMAN	Q9H019	MFR1L_HUMAN	MTFR1L	292	Homo sapiens	Mitochondrial fission regulator 1-like	1:Experimental evidence at protein level	13.70	1.0000	0.9990	3	3	3	4	4	4	4.954926E7	4.954926E7	4.954926E7	13C(57.0214)		
sp|Q9H061|T126A_HUMAN	Q9H061	T126A_HUMAN	TMEM126A	195	Homo sapiens	Transmembrane protein 126A	1:Experimental evidence at protein level	26.15	1.0000	0.9990	5	5	5	7	7	7	7.7147712E7	7.7147712E7	7.7147712E7			
sp|Q9H074|PAIP1_HUMAN	Q9H074	PAIP1_HUMAN	PAIP1	479	Homo sapiens	Polyadenylate-binding protein-interacting protein 1	1:Experimental evidence at protein level	10.23	1.0000	0.9990	4	4	4	8	8	8	9.806424E7	9.806424E7	9.806424E7	10C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214)		
sp|Q9H078|CLPB_HUMAN	Q9H078	CLPB_HUMAN	CLPB	707	Homo sapiens	Mitochondrial disaggregase	1:Experimental evidence at protein level	9.62	1.0000	0.9990	6	6	6	8	8	8	3.8306476E7	3.8306476E7	3.8306476E7	2C(57.0214),2C(57.0214)		
sp|Q9H082|RB33B_HUMAN	Q9H082	RB33B_HUMAN	RAB33B	229	Homo sapiens	Ras-related protein Rab-33B	1:Experimental evidence at protein level	5.68	1.0000	0.9990	2	0	0	7	0	0	5.29274752E8	0	0			
sp|Q9H0A0|NAT10_HUMAN	Q9H0A0	NAT10_HUMAN	NAT10	1025	Homo sapiens	RNA cytidine acetyltransferase	1:Experimental evidence at protein level	4.39	1.0000	0.9990	4	4	4	4	4	4	1.08868312E8	1.08868312E8	1.08868312E8			
sp|Q9H0A8|COMD4_HUMAN	Q9H0A8	COMD4_HUMAN	COMMD4	199	Homo sapiens	COMM domain-containing protein 4	1:Experimental evidence at protein level	5.53	1.0000	0.9990	1	1	1	1	1	1	1.6397841E7	1.6397841E7	1.6397841E7			
sp|Q9H0B6|KLC2_HUMAN	Q9H0B6	KLC2_HUMAN	KLC2	622	Homo sapiens	Kinesin light chain 2	1:Experimental evidence at protein level	8.20	1.0000	0.9990	5	0	0	10	0	0	1.84562256E8	0	0			
sp|Q9H0C8|ILKAP_HUMAN	Q9H0C8	ILKAP_HUMAN	ILKAP	392	Homo sapiens	Integrin-linked kinase-associated serine/threonine phosphatase 2C	1:Experimental evidence at protein level	6.38	1.0000	0.9990	3	3	3	2	2	2	7.2292E7	7.2292E7	7.2292E7	6C(57.0214)		
sp|Q9H0D6|XRN2_HUMAN	Q9H0D6	XRN2_HUMAN	XRN2	950	Homo sapiens	5'-3' exoribonuclease 2	1:Experimental evidence at protein level	4.32	1.0000	0.9990	4	4	4	3	3	3	4.5377312E7	4.5377312E7	4.5377312E7			
sp|Q9H0E2|TOLIP_HUMAN	Q9H0E2	TOLIP_HUMAN	TOLLIP	274	Homo sapiens	Toll-interacting protein	1:Experimental evidence at protein level	18.61	1.0000	0.9990	4	4	4	7	7	7	1.801736E8	1.801736E8	1.801736E8			
sp|Q9H0E3|SP130_HUMAN	Q9H0E3	SP130_HUMAN	SAP130	1048	Homo sapiens	Histone deacetylase complex subunit SAP130	1:Experimental evidence at protein level	2.00	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9H0J9|PAR12_HUMAN	Q9H0J9	PAR12_HUMAN	PARP12	701	Homo sapiens	Protein mono-ADP-ribosyltransferase PARP12	1:Experimental evidence at protein level	2.28	1.0000	0.9990	2	2	2	3	3	3	1.9668828E7	1.9668828E7	1.9668828E7			
sp|Q9H0N0|RAB6C_HUMAN	Q9H0N0	RAB6C_HUMAN	RAB6C	254	Homo sapiens	Ras-related protein Rab-6C	1:Experimental evidence at protein level	20.08	1.0000	0.9990	4	0	2	7	0	4	1.41453616E8	0	5.4216644E7			
sp|Q9H0N5|PHS2_HUMAN	Q9H0N5	PHS2_HUMAN	PCBD2	130	Homo sapiens	Pterin-4-alpha-carbinolamine dehydratase 2	1:Experimental evidence at protein level	10.00	1.0000	0.9990	2	2	2	1	1	1	6.491664E7	6.491664E7	6.491664E7			
sp|Q9H0P0|5NT3A_HUMAN	Q9H0P0	5NT3A_HUMAN	NT5C3A	336	Homo sapiens	Cytosolic 5'-nucleotidase 3A	1:Experimental evidence at protein level	2.98	1.0000	0.9990	2	2	2	1	1	1	1.6945182E7	1.6945182E7	1.6945182E7			
sp|Q9H0Q0|CYRIA_HUMAN	Q9H0Q0	CYRIA_HUMAN	CYRIA	323	Homo sapiens	CYFIP-related Rac1 interactor A	2:Experimental evidence at transcript level	33.75	1.0000	0.9990	8	6	6	16	9	9	5.6859174E8	2.07017008E8	2.07017008E8			
sp|Q9H0Q3|FXYD6_HUMAN	Q9H0Q3	FXYD6_HUMAN	FXYD6	95	Homo sapiens	FXYD domain-containing ion transport regulator 6	1:Experimental evidence at protein level	36.84	1.0000	0.9990	2	2	2	6	6	6	5.0644928E7	5.0644928E7	5.0644928E7			
sp|Q9H0R4|HDHD2_HUMAN	Q9H0R4	HDHD2_HUMAN	HDHD2	259	Homo sapiens	Haloacid dehalogenase-like hydrolase domain-containing protein 2	1:Experimental evidence at protein level	46.33	1.0000	0.9990	8	8	8	15	15	15	1.01616371E9	1.01616371E9	1.01616371E9	12M(15.9949)		
sp|Q9H0R5|GBP3_HUMAN	Q9H0R5	GBP3_HUMAN	GBP3	595	Homo sapiens	Guanylate-binding protein 3	1:Experimental evidence at protein level	4.20	1.0000	0.9990	3	0	0	7	0	0	1.03316704E8	0	0			
sp|Q9H0U3|MAGT1_HUMAN	Q9H0U3	MAGT1_HUMAN	MAGT1	335	Homo sapiens	Magnesium transporter protein 1	1:Experimental evidence at protein level	2.99	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9H0U4|RAB1B_HUMAN	Q9H0U4	RAB1B_HUMAN	RAB1B	201	Homo sapiens	Ras-related protein Rab-1B	1:Experimental evidence at protein level	63.68	1.0000	0.9990	10	3	8	27	9	17	3.39414528E9	8.9020826E8	1.24531174E9	1M(15.9949),1M(15.9949),N-term(42.0106),N-term(42.0106)		
sp|Q9H0U6|RM18_HUMAN	Q9H0U6	RM18_HUMAN	MRPL18	180	Homo sapiens	Large ribosomal subunit protein uL18m	1:Experimental evidence at protein level	5.56	1.0000	0.9990	1	1	1	1	1	1	3594113.8	3594113.8	3594113.8	5C(57.0214)		
sp|Q9H0V9|LMA2L_HUMAN	Q9H0V9	LMA2L_HUMAN	LMAN2L	348	Homo sapiens	VIP36-like protein	1:Experimental evidence at protein level	4.89	1.0000	0.9990	2	2	2	2	2	2	1.4454103E7	1.4454103E7	1.4454103E7	2C(57.0214)		
sp|Q9H0W8|SMG9_HUMAN	Q9H0W8	SMG9_HUMAN	SMG9	520	Homo sapiens	Nonsense-mediated mRNA decay factor SMG9	1:Experimental evidence at protein level	6.35	1.0000	0.9990	2	2	2	3	3	3	2.019494E7	2.019494E7	2.019494E7			
sp|Q9H0W9|CK054_HUMAN	Q9H0W9	CK054_HUMAN	C11orf54	315	Homo sapiens	Ester hydrolase C11orf54	1:Experimental evidence at protein level	32.70	1.0000	0.9990	9	9	9	19	19	19	6.9239475E8	6.9239475E8	6.9239475E8	11C(57.0214),11C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214),9C(57.0214),9C(57.0214)		
sp|Q9H0X4|F234A_HUMAN	Q9H0X4	F234A_HUMAN	FAM234A	552	Homo sapiens	Protein FAM234A	1:Experimental evidence at protein level	1.63	1.0000	0.9990	1	1	1	1	1	1	5655652.0	5655652.0	5655652.0			
