Protein.Group	Protein.Names	Genes	First.Protein.Description	S:\Proteomics\CMB\CMB-1515\T063417_AurEl7_PM7_CMB-1515_9_GD6_1_10072.d	S:\Proteomics\CMB\CMB-1515\T063423_AurEl7_PM7_CMB-1515_6_GD3_1_10078.d	S:\Proteomics\CMB\CMB-1515\T063425_AurEl7_PM7_CMB-1515_5_GD2_1_10080.d	S:\Proteomics\CMB\CMB-1515\T063427_AurEl7_PM7_CMB-1515_4_GD1_1_10082.d	S:\Proteomics\CMB\CMB-1515\T063429_AurEl7_PM7_CMB-1515_3_GC8_1_10084.d	S:\Proteomics\CMB\CMB-1515\T063431_AurEl7_PM7_CMB-1515_2_GC7_1_10086.d
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	12749	21018.8	7135.35	9687.99	14025.9	
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	2261.34					
P30536	TSPO_HUMAN	TSPO	Translocator protein	5647.73		5744.54	6479.61	9121.69	
P30626	SORCN_HUMAN	SRI	Sorcin	3795.29	4879.26	4189.55	4807.78	5381.81	4355.81
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial		3127.02	743.145			
P31025;Q5VSP4	LC1L1_HUMAN;LCN1_HUMAN	LCN1;LCN1P1	Lipocalin-1		79925.1	3471.27	34241.6	2373.55	8391.37
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	6039.65		2004.46		2422.52	
P31151	S10A7_HUMAN	S100A7	Protein S100-A7		19536	87392.7	71136.6	17518.3	70215.1
P31151;Q86SG5	S10A7_HUMAN;S1A7A_HUMAN	S100A7;S100A7A	Protein S100-A7	5855.86	22323	69386.2	61559.4	3519.8	45751.5
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	4293.24			3889.6	3289.8	2086.88
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	8338.53		4585.1	7123.87	3960.33	1730.7
P31943;P55795;P52597	HNRH1_HUMAN;HNRH2_HUMAN;HNRPF_HUMAN	HNRNPF;HNRNPH1;HNRNPH2	Heterogeneous nuclear ribonucleoprotein H	12430.4	5439.3	3693.4	8757.66	6558.14	2116.33
P31944	CASPE_HUMAN	CASP14	Caspase-14	25986.6	162527	113056	93282.5	82017.7	210910
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	6065.2	3568.33	4313.18	6297.31	7115.33	3134.58
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	12713.3	16598.7	13640	18581.3	14213.7	8704.92
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	24641.5	49656.6	64921.8	49557.1	51782	50978
P32119;Q06830	PRDX1_HUMAN;PRDX2_HUMAN	PRDX1;PRDX2	Peroxiredoxin-2	54038.7	68140.2	90751	58445.2	54348.3	45101
P32320	CDD_HUMAN	CDA	Cytidine deaminase			1349.93		4352.16	12826.2
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	1045.79	7362.46	4621.83	8193	4239.89	4684.04
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	483957	668388	466824	1.13656e+06	594480	606376
P35237	SPB6_HUMAN	SERPINB6	Serpin B6		2679.74	2836.35	2919.89	1866.14	5190.72
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	8933.26	7648.65	8396.1	10967.5	8427.24	4302.57
P35442	TSP2_HUMAN	THBS2	Thrombospondin-2	6305.77	20954.7	9391.44		15897.6	
P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	1.74872e+06	9.91415e+06	9.79522e+06	6.02993e+06	6.80891e+06	7.1194e+06
P35527;P13645;P08779;Q04695;P02533;P19012;P08727;Q99456	K1C10_HUMAN;K1C12_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C17_HUMAN;K1C19_HUMAN;K1C9_HUMAN	KRT10;KRT12;KRT14;KRT15;KRT16;KRT17;KRT19;KRT9	Keratin, type I cytoskeletal 14	556946	8.40719e+06	3.08948e+06	7.5489e+06	4.66517e+06	5.36614e+06
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	136004	121861	466432	96215.2	690735	5870.57
P35555;P35556	FBN1_HUMAN;FBN2_HUMAN	FBN1;FBN2	Fibrillin-1	7222.35	14583.5	30104.8	12081	55080.6	
P35579	MYH9_HUMAN	MYH9	Myosin-9	52053.7	40672.1	69110.7	49957	103531	24085.7
P35579;P35580	MYH10_HUMAN;MYH9_HUMAN	MYH10;MYH9	Myosin-9	52540.2	33654	65485	40184.8	99850.6	15728.1
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'		7682.45	10023		7848.09	13244.9
P35625	TIMP3_HUMAN	TIMP3	Metalloproteinase inhibitor 3	575416		11017	57419.1	14114.3	18215.4
P35749	MYH11_HUMAN	MYH11	Myosin-11	150355	43634.7	98657.8	110208	100893	71832.4
P35749;P35579	MYH11_HUMAN;MYH9_HUMAN	MYH11;MYH9	Myosin-9	23186.4	9421.21	14390.8	2753.83	15111.4	5780.7
P35749;P35579;P35580	MYH10_HUMAN;MYH11_HUMAN;MYH9_HUMAN	MYH10;MYH11;MYH9	Myosin-9	20332.4	8608.02	14964.5	10617.7	12990.4	
P35749;P35579;P35580;Q7Z406	MYH10_HUMAN;MYH11_HUMAN;MYH14_HUMAN;MYH9_HUMAN	MYH10;MYH11;MYH14;MYH9	Myosin-9	39996.6	23458.5	56667.4	51359.7	69868.3	24212.9
P35749;P35579;Q7Z406	MYH11_HUMAN;MYH14_HUMAN;MYH9_HUMAN	MYH11;MYH14;MYH9	Myosin-9	45092.6	19038.3	28718	28957.4	51059.6	14510.1
P35749;P35580	MYH10_HUMAN;MYH11_HUMAN	MYH10;MYH11	Myosin-10	31097.2	28751	50282.7	91809.3	54238.8	38313.3
P35749;P35580;Q7Z406	MYH10_HUMAN;MYH11_HUMAN;MYH14_HUMAN	MYH10;MYH11;MYH14	Myosin-10	26330.7			3433.65		
P35749;Q9UKX2;P12883;P12882	MYH11_HUMAN;MYH1_HUMAN;MYH2_HUMAN;MYH7_HUMAN	MYH1;MYH11;MYH2;MYH7	Myosin-1	25541.7	5709.61	15251.2	25095.3	19207.1	7500.52
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1		2784.58	306.946	1936.55	1425	1889.85
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	743963	5.07697e+06	4.34785e+06	3.62368e+06	2.77276e+06	5.55768e+06
P35908;P04259;P02538;P48668	K22E_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN	KRT2;KRT6A;KRT6B;KRT6C	Keratin, type II cytoskeletal 6A		21153.9	1600.25		3476.67	8688.81
P35908;P12035;Q01546	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN	KRT2;KRT3;KRT76	Keratin, type II cytoskeletal 3	87653.6	318571	493827	320700	163253	409051
P35908;P13647;P04259;P02538;P12036;Q01546;P48668;O95678;Q7RTS7	K22E_HUMAN;K22O_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C74_HUMAN;K2C75_HUMAN;NFH_HUMAN	KRT2;KRT5;KRT6A;KRT6B;KRT6C;KRT74;KRT75;KRT76;NEFH	Keratin, type II cytoskeletal 75	21420.9	28802.9	20633.7	4690.13	13286.8	8442.58
P35908;P13647;Q5XKE5;P04259;P02538;P12035;Q01546;P05787;Q9NSB2;P48668;O95678	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C79_HUMAN;K2C8_HUMAN;KRT84_HUMAN	KRT2;KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT76;KRT79;KRT8;KRT84	Keratin, type II cytoskeletal 75	3350.79	16253.9	29093.2	7821.34	16057.7	22404
P35908;P13647;Q5XKE5;P04259;P02538;P12035;Q01546;P48668;O95678	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C79_HUMAN	KRT2;KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT76;KRT79	Keratin, type II cytoskeletal 75	20585	340934	278656	262747	347201	565390
P35908;P13647;Q5XKE5;P04259;P02538;P48668;O95678	K22E_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C79_HUMAN	KRT2;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT79	Keratin, type II cytoskeletal 75	97674.2	653800		794033		641918
P35908;P13647;Q7Z794;Q5XKE5;Q3SY84;P04259;Q14CN4;P02538;P12035;Q01546;P05787;Q9NSB2;P48668;O95678;Q7RTS7	K22E_HUMAN;K22O_HUMAN;K2C1B_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C71_HUMAN;K2C72_HUMAN;K2C74_HUMAN;K2C75_HUMAN;K2C79_HUMAN;K2C8_HUMAN;KRT84_HUMAN	KRT2;KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT71;KRT72;KRT74;KRT75;KRT76;KRT77;KRT79;KRT8;KRT84	Keratin, type II cytoskeletal 75		171562	170322	30428.5	284981	1.29176e+06
P35908;P13647;Q7Z794;Q5XKE5;Q3SY84;P19013;P04259;Q14CN4;P02538;P12035;Q01546;P05787;Q9NSB2;P48668;O95678;Q7RTS7	K22E_HUMAN;K22O_HUMAN;K2C1B_HUMAN;K2C3_HUMAN;K2C4_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C71_HUMAN;K2C72_HUMAN;K2C74_HUMAN;K2C75_HUMAN;K2C79_HUMAN;K2C8_HUMAN;KRT84_HUMAN	KRT2;KRT3;KRT4;KRT5;KRT6A;KRT6B;KRT6C;KRT71;KRT72;KRT74;KRT75;KRT76;KRT77;KRT79;KRT8;KRT84	Keratin, type II cytoskeletal 75	669298	4.5119e+06	4.67471e+06	3.5388e+06	2.53611e+06	5.01751e+06
P35908;P13647;Q8N1N4;P04259;P02538;P12036;Q01546;P48668;O95678;Q7RTS7	K22E_HUMAN;K22O_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C74_HUMAN;K2C75_HUMAN;K2C78_HUMAN;NFH_HUMAN	KRT2;KRT5;KRT6A;KRT6B;KRT6C;KRT74;KRT75;KRT76;KRT78;NEFH	Keratin, type II cytoskeletal 75	102062	101108	81174.1	21160.4	51285.7	44033.6
P35908;P19013;P04259;P02538;Q01546;P48668	K22E_HUMAN;K22O_HUMAN;K2C4_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN	KRT2;KRT4;KRT6A;KRT6B;KRT6C;KRT76	Keratin, type II cytoskeletal 6A	742810	4.81147e+06	3.25948e+06	4.0915e+06	3.03915e+06	4.81719e+06
P35908;Q3SY84;Q14CN4;P12035;Q01546;Q7RTS7	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN;K2C71_HUMAN;K2C72_HUMAN;K2C74_HUMAN	KRT2;KRT3;KRT71;KRT72;KRT74;KRT76	Keratin, type II cytoskeletal 3		46233.4			20742	90900.9
P35908;Q5XKE5;P12035;Q01546	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN;K2C79_HUMAN	KRT2;KRT3;KRT76;KRT79	Keratin, type II cytoskeletal 3	308989	1.17549e+06	628617	410310	923660	1.0082e+06
P36269	GGT5_HUMAN	GGT5	Glutathione hydrolase 5 proenzyme	8706.3	1403.55	4382.94	7658.29	5641.26	
P36406	TRI23_HUMAN	TRIM23	E3 ubiquitin-protein ligase TRIM23			2837.37		1874.6	1943.27
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	4409.57	2333.98	1884.96	5411.6		
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	21709.9	60650.4	103459	30015.4	159047	12619
P37802;Q9UI15	TAGL2_HUMAN;TAGL3_HUMAN	TAGLN2;TAGLN3	Transgelin-2	4906.99		4795.8		11158.1	
P37837	TALDO_HUMAN	TALDO1	Transaldolase	4925	7668.92	7420.47	12411.4	6465.55	14208.1
P39019	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19	2120.34		1755.26	3453.22		
P39023	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3	11136.6	13190.6	11500.7	22096.4	9290.59	12570.4
P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain		4492.31	665.377			
P39060;A0AAG2UXZ5	A0AAG2UXZ5_HUMAN;COIA1_HUMAN	COL18A1	Collagen type XVIII alpha 1 chain	342053	54429.5	124009	81125.9	151666	44797.7
P39900	MMP12_HUMAN	MMP12	Macrophage metalloelastase	33791.3					
P40429;Q6NVV1	R13P3_HUMAN;RL13A_HUMAN	RPL13A;RPL13AP3	Large ribosomal subunit protein uL13	2502.01	3451.1	4095.23	4859.08	3150.81	
P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	12117.5	5557.4	9935.73	16986.9	16166.8	9306.56
P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	4997.62	8279.92	13141.9	12501.7	4505.25	6119.96
P41219	PERI_HUMAN	PRPH	Peripherin	19135					
P41222	PTGDS_HUMAN	PTGDS	Prostaglandin-H2 D-isomerase	42484.6		6884.19	16267.6	5997.78	8813.45
P42166	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	5189.42		2895.51	7229.48	3944.54	
P42330;Q04828	AK1C1_HUMAN;AK1C3_HUMAN	AKR1C1;AKR1C3	Aldo-keto reductase family 1 member C3	7016.57			7177.25	3942.59	
P42357	HUTH_HUMAN	HAL	Histidine ammonia-lyase	3790.16	59618.1	60614.8	31414.7	25370.7	98167.3
P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta	3716.96			4128.96	3339.76	2837.32
P43121	MUC18_HUMAN	MCAM	Cell surface glycoprotein MUC18	18036.5	5929.53	18967	14421	27487.6	7868.02
P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha		5419.24			2094.98	
P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	10678	11117.5	13477.8	8931.41	8950.99	9500.43
P46776	RL27A_HUMAN	RPL27A	Large ribosomal subunit protein uL15	664.587	1252.69	758.836	3940.58	1872.4	1598.27
P46777	RL5_HUMAN	RPL5	Large ribosomal subunit protein uL18	1407.36	2467.97	3228.3	5161.77	4133.58	1440.88
P46778	RL21_HUMAN	RPL21	Large ribosomal subunit protein eL21	2027.18					
P46779	RL28_HUMAN	RPL28	Large ribosomal subunit protein eL28	3297.6	4418.06	4021.36			
P46783	RS10_HUMAN	RPS10	Small ribosomal subunit protein eS10	2762.47	1725.59		3053.25	2858.66	
P46783;Q9NQ39	RS10L_HUMAN;RS10_HUMAN	RPS10;RPS10P5	Small ribosomal subunit protein eS10	2592.52			6032.04	2919.15	
P46821;P78559	MAP1A_HUMAN;MAP1B_HUMAN	MAP1A;MAP1B	Microtubule-associated protein 1B	1452.64	1294.35	1108.25	1967.06	1207.79	766.616
P46939	UTRN_HUMAN	UTRN	Utrophin	596.948		292.512		291.867	
P46940	IQGA1_HUMAN	IQGAP1	Ras GTPase-activating-like protein IQGAP1	13492	15825.9	7962.2	9476.34	12235.7	5428.7
P46940;Q86VI3	IQGA1_HUMAN;IQGA3_HUMAN	IQGAP1;IQGAP3	Ras GTPase-activating-like protein IQGAP1	4525.66					
P47710	CASA1_HUMAN	CSN1S1	Alpha-S1-casein				15853.7		
P47755	CAZA2_HUMAN	CAPZA2	F-actin-capping protein subunit alpha-2	3162.94		6869.38		7931.11	6496.79
P47755;P52907	CAZA1_HUMAN;CAZA2_HUMAN	CAPZA1;CAPZA2	F-actin-capping protein subunit alpha-2		3826.43	5769.19	5764.58	5768.7	2365.77
P47756	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta	7609.22		11965.7	7421.79	8982.43	4832.43
P47914	RL29_HUMAN	RPL29	Large ribosomal subunit protein eL29	3620.06					
P47929	LEG7_HUMAN	LGALS7B	Galectin-7	15154.3	95883.5	97157.6	76987.3	51811.9	72370.1
P47989	XDH_HUMAN	XDH	Xanthine dehydrogenase/oxidase				4701.47		
P48047	ATPO_HUMAN	ATP5PO	ATP synthase subunit O, mitochondrial	3724.1	3160.66	3374.1		6226.71	
P48059	LIMS1_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1	9527.05				6322.29	
P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme	2968.11		9688.54	4512.71	5544.23	8936.74
P48509	CD151_HUMAN	CD151	CD151 antigen	3821.22		1893.28	1352.7	2504.1	814.352
P48594	SPB4_HUMAN	SERPINB4	Serpin B4	2105.15	7702.49	8538.02	14676	6168.95	4782.86
P48637	GSHB_HUMAN	GSS	Glutathione synthetase		3422.96	3665.62	4660.76	4691.64	12133.5
P48735	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	1883.33		2179.44	4301.36	2248.95	1454.37
P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	6875.15	11268.8	15274.4	7373.23	8534.26	6722.32
P49327	FAS_HUMAN	FASN	Fatty acid synthase	1426.49			10531.8		
P49411	EFTU_HUMAN	TUFM	Elongation factor Tu, mitochondrial		5359.4	3293.75	11615	6486.19	7490.84
P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3	2562.87	6244.23	1470.95		3255.57	9380.69
P49721	PSB2_HUMAN	PSMB2	Proteasome subunit beta type-2	5356.14	9876.88	7113.65	5090.19	4367.83	15882.8
P49862	KLK7_HUMAN	KLK7	Kallikrein-7	4164.9	13231.2	21774.4	15972.7	7839.04	20789.1
P49908	SEPP1_HUMAN	SELENOP	Selenoprotein P	6599.25		4089.65		8784	
P49961	ENTP1_HUMAN	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	3645.9				3355.19	2837.63
P50238	CRIP1_HUMAN	CRIP1	Cysteine-rich protein 1	14387.4	10554.1	20999.9		42716.6	1301.88
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	4889.32	6786.82	9507.24	6094.01	5001.38	5191.11
P50395;P31150	GDIA_HUMAN;GDIB_HUMAN	GDI1;GDI2	Rab GDP dissociation inhibitor alpha		12823.6	18083.8		17169.2	8996.26
P50402	EMD_HUMAN	EMD	Emerin	8548.6		3901.69	6520.34	6386.26	
P50452	SPB8_HUMAN	SERPINB8	Serpin B8		14151.5	14469.5	10352.2	5296.58	8947.56
P50452;P30740;O75830	ILEU_HUMAN;SPB8_HUMAN;SPI2_HUMAN	SERPINB1;SERPINB8;SERPINI2	Serpin I2	568.867	2419.97	1883.21	2414.95	1575.11	1129.62
P50452;P35237	SPB6_HUMAN;SPB8_HUMAN	SERPINB6;SERPINB8	Serpin B6			5478.2	5030.34	6459.29	8938.73
P50454	SERPH_HUMAN	SERPINH1	Serpin H1	4018.63	4246.14	1894.51	2746.83	5325.89	
P50895	BCAM_HUMAN	BCAM	Basal cell adhesion molecule	29976.1		17199.4	20962.4	17118.9	11869.8
P50914	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14	4316.17		2362.73	2661.52	2795.93	2042.34
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	3966.56		3240.12	8218.88	6366.99	2697.96
P50995	ANX11_HUMAN	ANXA11	Annexin A11	4778.6	7194.18	8679.12	5748.98	10091.4	11625.6
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a			2667.28	3377.28	1341.91	2104.1
P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta		4121.1	3289.96		2335.78	4528.05
P51636	CAV2_HUMAN	CAV2	Caveolin-2	4950.12			4880.39	3394.33	2139.38
P51884	LUM_HUMAN	LUM	Lumican	99172.7	82308	67300.5	37765.6	146582	6287.1
P51888	PRELP_HUMAN	PRELP	Prolargin	233414	60777.1	96634.5	98911.7	177850	19152.2
P51911	CNN1_HUMAN	CNN1	Calponin-1	63937.4	29388.4	64900.7	80612.1	82866.9	35879.3
P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	2953.61	6228.07	3614.8	4734.56	3072.29	4016.88
P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1		3782.85	1805.67		2143.28	1722.71
P52943	CRIP2_HUMAN	CRIP2	Cysteine-rich protein 2	11129.5	10235	25387.7	5370.63	23986.5	2853.23
P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	1220.52		1170.54			
P53779;O15264;P45983;P45984;P53778;Q15759;Q16539	MK08_HUMAN;MK09_HUMAN;MK10_HUMAN;MK11_HUMAN;MK12_HUMAN;MK13_HUMAN;MK14_HUMAN	MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK8;MAPK9	Mitogen-activated protein kinase 13		1086.96	4093.75	4195.97		
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	6376.45		6239.09	7790.59	6006.8	10420
P55001	MFAP2_HUMAN	MFAP2	Microfibrillar-associated protein 2	82739.5	42961	95066.8	28440	177547	
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	9265.45	10718.4		9132.23	9702.21	6237.12
P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4	96382.2	74261.4	39611.7	2744.71	61117	
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	14934.2	3479.05	10007.7	15219.4	9936.76	6834.11
P55209;Q99733	NP1L1_HUMAN;NP1L4_HUMAN	NAP1L1;NAP1L4	Nucleosome assembly protein 1-like 1	4561.53				5316.35	
P55268	LAMB2_HUMAN	LAMB2	Laminin subunit beta-2	121592		63698.4	67368.6	67895.5	29708.9
P55268;A4D0S4	LAMB2_HUMAN;LAMB4_HUMAN	LAMB2;LAMB4	Laminin subunit beta-4	18650.6		7302.43		10827.2	
P55290	CAD13_HUMAN	CDH13	Cadherin-13	4671.34		6230.31		12076.1	
P55786;A6NEC2	PSAL_HUMAN;PSA_HUMAN	NPEPPS;NPEPPSL1	Puromycin-sensitive aminopeptidase-like protein	3161.84			4098.61	1696.77	3207.68
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	5232.85	1336.1	14724.6	1578.52	26239.5	2458.48
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	6198.44	23847.3	29965.8	14109.4	23164	26055.9
P57053	H2BFS_HUMAN	H2BC12L	Histone H2B type F-S	55109.9	19491	45903.2	80462.8	52287.1	12017.7
P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15			9705.54			
P59665;P59666	DEF1_HUMAN;DEF3_HUMAN	DEFA1B;DEFA3	Neutrophil defensin 1	83101.3	17455.5	24284.5	9490.09	30291.3	
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	5388.3	11593.7	15174.7	17149.1	21415.1	8820.97
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	14875.5	19261.9	27404.5	23974.7	18468.1	15982.3
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	44545.8	14455.1	29138.1	29609.7	26002.7	12927.4
P60660;P14649	MYL6B_HUMAN;MYL6_HUMAN	MYL6;MYL6B	Myosin light chain 6B	150778	41570.7	107417	124411	126896	61762.2
P60709;P63261	ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1	Actin, cytoplasmic 1	354436	673435	1.16663e+06	888352	1.43653e+06	472325
P60709;P63261;P68032;P63267	ACTB_HUMAN;ACTC_HUMAN;ACTG_HUMAN;ACTH_HUMAN	ACTB;ACTC1;ACTG1;ACTG2	Actin, cytoplasmic 1	745734	620844	1.16557e+06	1.13087e+06	1.58641e+06	580710
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I			5472.07	7823.15	2372.73	2173.08
P60842;Q14240	IF4A1_HUMAN;IF4A2_HUMAN	EIF4A1;EIF4A2	Eukaryotic initiation factor 4A-I	793.769	8317.15	9530.84	11235.9	6598.27	7578.81
P60866	RS20_HUMAN	RPS20	Small ribosomal subunit protein uS10	4244.78	4954.71	3232.12			
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	6789.01	23760.4	26044.6	19853.4	16957.9	36884
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	2612.71	1857.58	3108.31	3415.75	3288.71	2108.3
P60981	DEST_HUMAN	DSTN	Destrin	17312.5	19510.5	31471.7	18214.9	38639.5	14547.5
P60981;P23528;Q9Y281	COF1_HUMAN;COF2_HUMAN;DEST_HUMAN	CFL1;CFL2;DSTN	Cofilin-1	6358.59	5682.86			11354.6	
P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	4574.8	1802.47	2198.22	1671.6	1601.36	2337.38
P61026;P59190;P62820;Q9H0U4	RAB10_HUMAN;RAB15_HUMAN;RAB1A_HUMAN;RAB1B_HUMAN	RAB10;RAB15;RAB1A;RAB1B	Ras-related protein Rab-15		3317.53	3984.15	6747.2	933.302	1549.15
P61026;P61106;P62820;Q9H0U4;P20336;P20337;Q96E17	RAB10_HUMAN;RAB14_HUMAN;RAB1A_HUMAN;RAB1B_HUMAN;RAB3A_HUMAN;RAB3B_HUMAN;RAB3C_HUMAN	RAB10;RAB14;RAB1A;RAB1B;RAB3A;RAB3B;RAB3C	Ras-related protein Rab-3A					10398.8	5260.19
P61088;Q5JXB2	UBE2N_HUMAN;UE2NL_HUMAN	UBE2N;UBE2NL	Ubiquitin-conjugating enzyme E2 N	3418.81		5322.92	1314.8	4659.23	
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	4081.88	6813.79	2265.24		5061.91	
P61158;Q9P1U1	ARP3B_HUMAN;ARP3_HUMAN	ACTR3;ACTR3B	Actin-related protein 3	5798.63	4090.61	7422.52	5987	8493.92	1839.89
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	8468.38	8155.42	9628.25	6205.96	12254.5	
P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	2566.04		537.922		297.961	
P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3	1998.81	3419.5	2311.46	2364.06	4838.63	2461.01
P61224;P62834	RAP1A_HUMAN;RAP1B_HUMAN	RAP1A;RAP1B	Ras-related protein Rap-1b	30454	11049.4	24632.7	32479.2	29693.2	12901.1
P61254;Q9UNX3	RL26L_HUMAN;RL26_HUMAN	RPL26;RPL26L1	Large ribosomal subunit protein uL24	5071.04			2919.66	5680.46	
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	2570.89	12180.3	12006.9	19151.8	22352.4	15744.5
P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1			4036.62		3441.03	4490.5
P61626	LYSC_HUMAN	LYZ	Lysozyme C	5886.02	103275	31924.1	46656.6	11865.2	17422
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	5525.41	4171.83	3906.18	7735.79	3368.11	4633.89
P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	3699.54	9480.63	12593.8		8728.32	25416.6
