Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Perdu-Alloy Pauline\organoides fixes\TU014848CK_Slot1-01_1_3103.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014849CK_Slot1-02_1_3104.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014850CK_Slot1-03_1_3105.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014851CK_Slot1-04_1_3106.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014852CK_Slot1-05_1_3107.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014853CK_Slot1-06_1_3108.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014854CK_Slot1-07_1_3109.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014855CK_Slot1-08_1_3110.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014856CK_Slot1-09_1_3111.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014857CK_Slot1-10_1_3112.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014858CK_Slot1-11_1_3113.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014859CK_Slot1-12_1_3114.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014861CK_Slot1-25_1_3116.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014862CK_Slot1-26_1_3117.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014863CK_Slot1-27_1_3118.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014864CK_Slot1-28_1_3119.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014865CK_Slot1-29_1_3120.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014866CK_Slot1-30_1_3121.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014867CK_Slot1-31_1_3122.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014868CK_Slot1-32_1_3123.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014869CK_Slot1-33_1_3124.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014870CK_Slot1-34_1_3125.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014871CK_Slot1-35_1_3126.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014872CK_Slot1-36_1_3127.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014874CK_Slot1-13_1_3129.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014875CK_Slot1-14_1_3131.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014876CK_Slot1-15_1_3132.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014877CK_Slot1-16_1_3133.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014878CK_Slot1-17_1_3134.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014879CK_Slot1-18_1_3135.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014880CK_Slot1-19_1_3136.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014881CK_Slot1-20_1_3137.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014882CK_Slot1-21_1_3138.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014883CK_Slot1-22_1_3139.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014884CK_Slot1-39_1_3140.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014885CK_Slot1-40_1_3141.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014886CK_Slot1-41_1_3142.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014887CK_Slot1-42_1_3143.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014888CK_Slot1-43_1_3144.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014889CK_Slot1-44_1_3145.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014890CK_Slot1-45_1_3146.d
Q13813	Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1		229.999														244.346		368.119	291.335																						
Q13835	Q13835	PKP1_HUMAN	PKP1	Plakophilin-1	1442.77	3121.11	2122.49	1391.99	2904.73	1479.8	1544.98	1938.39			999.518		2012.4	1597.27	1477.95	1496.54	1636.37	7026.3	1488.84	1345.44	3279.93	2183.93	3000.16	3580.62		4258.2	3972.16	4539.99	5194.06	1812.01	1877.16		3503.42		3859.77				4256.62	4427.7	
Q13838	O00148;Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	4209.05	1333.63	3216.6	3706.95	3297.23	3207.06	3318.45	4425.39	2195.12	3528.27	3182.09	2059.96	2449.81	2648.88	3019.06	2518.35	3247.66	2416.74	3754.95	3394.04	2696.59	3418.37	3428.73	4273.71		2691.45	3600.07	2822.11	3238.58	3729.6	3767.95	4158.5	3381.61	3896.72	4097.38	4521.77	4080.48	4519.77	4522	4504.22	4731.28
Q13867	Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	5982.24	17084.2	10098	13273.1	7330.85	9489.17	7282.88	6819.2	10580.4	7689.31	6503.92	9774.69	6541.38	9571.2	6501.1	12261.8	11437.9	14107.2	7737.7	6527.17	5580.93	7488.85	8562.84	7002.22		13990.5	14389.8	15337.4	18497.8	12597.7	10928.6	8977.92	10275.2	9311.11	28700.5	8028.94	5771.69	10303	9738.21	9711.82	9346.5
Q13885	Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	782.453	999.651	659.111	921.85	963.715	666.698	691.224	685.867		514.032	1072.19		991.182	932.575	612.213	809.861	1074.06	495.036	764.895	742.411	838.636	644.52	738.281	724.591																	
Q14011	Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	1776.66	324.356	1400.56	1291.51	1941.47	1580.83	1351.49	1365.92	1619.28	1969.63	1313.87	1721.16	1025.18	1733.06	1099.21	1393.69		836.528	1904.99	1034.88	836.854	1474.93	574.95	1370.42			1142.69	1273.57	1596.89	1000.35	1087.76	934.794	1356.79	1078.92	1194.71		1905.58	1553.15	1248.18	1338.75	1187.46
Q14103	Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	3234.72	1151.14	2280.88	2533.91	2227.59	2369.23	3197.4	2008.55	2396.71	2931.95	2581.36	2006.62	3281.1	3053.73	3417.44	3115.59	3443.67	2675.91	2557.37	4109.7	2808.72	3330.99	2445.29	3446.47		2650.23	2816.68	2513.43	3093.07	2778.03	3332	3363.48	3228	2972.69	2850.48	4207.52	3743.97	3909.26	3697.84	3930.34	3824.77
Q14108	Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	1076.46	657.903	1154.61		438.577				1375.75		435.33			707.813		1286.43		1278.9		418.375						1724.77		1552.31							1633.15						1233.32
Q14134	Q14134	TRI29_HUMAN	TRIM29	Tripartite motif-containing protein 29		1533.51											2166.76			1041.2						793.603																			
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12		427.061						256.975								717.476			754.138		595.678	698.519		1414			489.689								701.911		641.173		450.023		
Q14194	Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	959.614				713.271			359.034		729.63			325.99	549.35		614.722			838.349	857.663	636.413		292.91	579.746							1909.96			1598.66		1454.04			1873.72	1290.51	1507.41
Q14195	Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	3428.67	1096.36	4728.97	4085.96	4117.23	4617.06	4239.71	5694.18	2884.71	4165.09	5263.87	4068.57	4012.42	4006.15	5346.99	4029.91	3697.17	3951.29	5338.58	3486.83	5356.47	4599.3	3649.7	5400.77																	
Q14204	Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	1135.45	811.504	1382.19	433.707	942.257	423.163		1107.19		790.34			1051.85	573.763	1106.16	763.581	1231.1	852.766	871.993	1308.15	841.344	695.183	1242.43	1221.82				1842.98		1195.29	1938.05			1942.05	2341.21	1972.41	2314.27	2059.22	1939.01	1647.76	1746.55
Q14258	Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	456.349	355.593					471.668									285.086																									
Q14532	Q14532	K1H2_HUMAN	KRT32	Keratin, type I cuticular Ha2		270.144		239.451		944.728		824.699			5661.02	331.301	658.071	1085.87		477.723	878.782	668.053	736.365	360.586	759.22	633.497				1472.88			1118.33		1670.18	706.009	1323.85					2024		3123.2	
Q14574	Q14574	DSC3_HUMAN	DSC3	Desmocollin-3	1736.16	800.667	2797.03	1610.55	2019.73	1821.22	2224.33	2508.83	1528.94	2748.64	2346.21	3211.31	1580.44	1837.94	2507.54	1999.42	2723.3	6696.06	1908.46	1283.95	1674.64	1574.32	1439.32	1528.19					562.288		91.5696				1703.29		1381.84	396.892		530.686	
Q14697	Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB		163.152		441.11	495.548																																				
Q14789	Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	8335.14	8618.39	8590.57	6681.78	8930.51	9184.95	7013.35	6854.48	11364.9	11379.3	10922.5	9009.42	12631.9	11134.5	12005.4	6439.94	7535.96	9264.07	8566.07	11790.5	11480.4	11189.2	7059.19	6661.88		10758	8267.27	10934.7	10669.9	11169.7	11947.6	9948.61	10625.5	8905.45	6001.45	5914.61	8850.68	8980.53	6818.54	7593.31	7616.19
Q14914	Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1		535.042																																							
Q14956	Q14956	GPNMB_HUMAN	GPNMB	Transmembrane glycoprotein NMB		1605.69	410.876	1239.87	576.061	651.439				435.535			578.3				1477.13	1435.46	748.994	377.473	333.262	851.282		1341.86		1539.93		1231.23	1739.43				1712.77			1485.43	1181.38	1095.48	1309.71	1180.91	1303.63
Q15046	Q15046	SYK_HUMAN	KARS	Lysine--tRNA ligase	389.505	333.275											564.23	196.336		223.476							391.283																		
Q15056	Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	1783.82	744.78			1110.58	1327.31		867.871		1802.29	696.006		648.125		969.441	1012.98		1138.4	879.209	1344.1		714.062	1057.32	1241.1																	3618.28
Q15067	Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1		427.761	327.57																				630.432												2268.62						
Q15084	Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	691.959	389.935		1064.45	830.538	1035.51	1217.32	849.259		944.617	572.486		603.125	651.325			956.521	130.758	551.891	516.398			1095.55	711.234															663.291		
Q15111;Q9UPR0	Q15111;Q9UPR0	PLCL1_HUMAN;PLCL2_HUMAN	PLCL1;PLCL2	Inactive phospholipase C-like protein 1	3375.19	1827.85	5899.06	4235.99	4603.98	4117.51	4702.52	2411.57	2550.01	6858.14	5915.79	4486.53	3310.6	5451.98	5272.89	2651.17	3406.67	3505.87	4256.3	5618.07	4230.21	4442.62	3217.06	5726.03		4138.15	4250.38	3803.48	4751.65			5008.72	4616.22	5990.74	4263.2	5145.85	5261.36	6640.42	5634.28	8294.57	5440.47
Q15149	Q15149	PLEC_HUMAN	PLEC	Plectin	2354.03	2301.34	3201.49	3151	2481.93	2086.6	2076.34	2428.71	3292.98	2748.59	2690.82	4111.76	2357.1	2443.05	2442.71	2471.21	2609.5	1562.22	2398.09	2322.1	2618.35	2873.36	2700.11	2459.43				4662.5	2206.68		5383.29		1586.84	4751.85	3691.78	4322.23	3557.42	3864.73	1991.04	2731.44	2294.13
Q15365	Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	681.632	1143.95	1122.11	713.097	923.508	1283.93	957.477			1607.58	1327.99		923.683		1164.39	1148.06	1018.04		1118.11		1272.79	1611.64	1484.61	1589.86		1685.64	1705.08	1645.41	1473.86	1267.49	2081.36	1749.31	2163	1851.74	1607.84	2238.49	1916.32	2487.03	2408.56	2199.51	2225.95
Q15366	Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	2655.89	965.967	2348.91	1927.84	2477.81	2001.55	2436.24	3046.76		2942.65	2305.43	2556.95	2359.36	1735.82	2125.17	1803.92	2321.54	1084.48	1826.8	1943.92	1845.33	1757.68	2585.57	3299.66									1140.3				1679.43	2010.48			
Q15517	Q15517	CDSN_HUMAN	CDSN	Corneodesmosin	9042.61	2928.93	10258.5	9497.08	7096.55	6748.91	8846.52	11115.2	11830.4	8920.25	7516.54	7802.92	6800.36	7423.43	7836.68	5793.8	8835.51	27652	4819.16	7443.43	6875.37	6190.93	5141.04	5503.07		10116.1	10496	14271	9516.92	12574.4	12707.3	12237.4	11765.6	11461.6	11396.1	9959.66	7414.44	9552.19	9779.78	8541	9804.24
Q15691	Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	961.666	420.868	1508	1701.58	1586.52	1104.35	1701.06	1215.77		1422.65	1762.72	769.44	1783.54	1057.66	1626.56	1076.77	1536.4	1459.7	1350.36	940.417	2105.25	2082.85	1517.92	1073.22																	
Q15782	Q15782	CH3L2_HUMAN	CHI3L2	Chitinase-3-like protein 2		794.089														1471.88																									
Q15828	Q15828	CYTM_HUMAN	CST6	Cystatin-M	1085.78	627.671	1216.68	1304.14	1564.17	1654.43	1423.17	2107.77	1343.84	1384.65	820.261	822.066	992.986	1281.56	1406.97	1111.53	1652.7	3344.28	1162.08	1071.88	953.156	1327.57	923.844	1317.09										2683.8						2352.78	1809
Q16531	Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1		248.422		951.634									203.731			397.277	210.933	632.276				393.06	611.007	580.198		350.623		418.636					409.308		772.579		577.699	444.914	471.105		
Q16555	Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	4017.81	948.662	3053.01	3316.1	3445.05	3187.19	4129.03	4270.86	3069.86	4919.56	4587	4181.41	3335.37	3308.29	3761.49	3136.83	3408.71	2554	3831.3	3771.22	4013.11	3199.83	2840.38	5202.97		2476.83	3818.33	2959.28	3911.16	3998.2	4344.52	3898.64	4703.01	3826.48	3158.02	4485.17	4708.03	4539.81	4366.75	5187.98	4166.94
Q16563	Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1		1389.33			1789.59			1591.28						963.549		2828.9	2392.32	1517.45																							
Q16610	Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	2014.83	2066.78	2161.15	847.799	1139.89	1725.71	599.185	1488.44		911.245	1379.54		610.615	1340.46	2088.85	1343.59	1601.82	4853.35	1819.19		1716.49	1754.16	1907.44	1274.47		2303.14	2594.33	3135.67	2499.52	1332.86	1949.71		1604.44		2084.93						2598.49
Q16629	Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	2819.63	965.525	1950.37	2503.98	2461.01	2751.16	2866.61	3437.17		1749.76	2884.26	2408.25	2567.49	2123.16	2646.21	2487.25	2987.84	2158.27	2342.22	2348.88	2620.13	2621.38	3066.06	3099.04		3618.65	4398.91	4965.4	6074.84	6813.99	5053.51	8220.29	8212.53	5564.18	2017.44	4957.66	2877.9	4710.38	4314.7	6852.31	2338.12
Q16658	Q16658	FSCN1_HUMAN	FSCN1	Fascin	1758.78	753.392	2015.84	1403.89	2120.69	1589.93	2477.32	2345.24	1189.05	2160.82	2193.44	1596.46	2242.18	2337.27	2270.73	1948.64	2132.6	1880.37	2545.1	3135.41	2409.8	2624.97	2756.57	2856.21		1475.53	576.68	1419.76	1066.94	531.175	734.963		824.304								
Q16777;Q6FI13	Q16777;Q6FI13	H2A2A_HUMAN;H2A2C_HUMAN	HIST2H2AA3;HIST2H2AC	Histone H2A type 2-C	9968.1	1741.67	1985.18	3355.29	5213.45	4525.55	3133.52	2275.58				4171.07	560.717	2965.44		4290.28		1829.07	2242.83	1034.46	2903.23	8286.17		2452.53																	
Q16880	Q16880	CGT_HUMAN	UGT8	2-hydroxyacylsphingosine 1-beta-galactosyltransferase	3252.88	550.667	2965.34	2228.02			3706.72	1178.17			3389.74	6815.53		1679.14		1259.5		1716.34				2024.73		1025.48			1982.15												2176.63		
Q17RC7	Q17RC7	EX3L4_HUMAN	EXOC3L4	Exocyst complex component 3-like protein 4	20323.7	3616.11	17926.4	12944.2	13915.4	16858.9	15829.9	15597	17642.4	8416.29	8689.93	13135.7	2649.92	6041.08	11959.8	11362.9							5589.38	11008.8																	
Q3C1V0	Q3C1V0	M4A18_HUMAN	MS4A18	Membrane-spanning 4-domains subfamily A member 18								21928.1	18490.2		17980.9	19263.3		16209.2	14097.7	15600.9	20071.8	7367.73	18209.9	12925.3	11392.9	10683.8				17957.5	17025	13288.6	16817.6	15205.4	10294.5	15083.9	11414.9	15689.8	8834.15	13925.7	13787.6				
Q3MJ16	Q3MJ16	PA24E_HUMAN	PLA2G4E	Cytosolic phospholipase A2 epsilon		494.909														766.151							965.299																		
Q3ZCW2	Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein		1309.01								786.531			574.205	1061.19		1321.81		873.589					593.249																		
Q4G0P3	Q4G0P3	HYDIN_HUMAN	HYDIN	Hydrocephalus-inducing protein homolog	1968.91	1262.73	2123.77	1195.35	1865.24		1675.6							1802.96		2075.12		2623.09			2072.83	1726.18	1692.2																		
Q53RT3	Q53RT3	APRV1_HUMAN	ASPRV1	Retroviral-like aspartic protease 1	689.942	20056.9	803.625	1247.27	1117.71	771.965		902.222		673.967			694.291	912.245	334.94	5998.09	399.427	1359.54	457.999	867.22	899.425	1056.71	7260.66	937.496					1788.68						22712.1						
Q562R1	Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	11892.2	7863.18	15242.1	7347.5	7283.74	6344.02	7812.27	13310	7447.88	9058.53	11487.2	11434.7	12571.4	6058.58	10569.3	9058.46	10238.1	7578.04	4890.83	9751.98	8573.64	10061	18750.5	10242.5			7475.48	7606.04	5308.37			6053.13		8922.31			6913.69			9608.12	6896.86
Q5D862	Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2	8820.14	15747.4	16621	14966.5	19154.2	16459.9	9601	9312.16	5237.45	9482.37	6787.53	8638.51	6666.46	12398.9	8297.18	13536.1	11744	24317.9	14711.2	6796.87	12365.5	15340.8	7250.81	7412.38		24331.4	15261.1	18332.2	16562.3	9453.61	13257.8	8773.67	10393.1	7311.81	23174.5	7875.26	6787.18	7789.73	7679.94	10983.9	11111.8
Q5T749	Q5T749	KPRP_HUMAN	KPRP	Keratinocyte proline-rich protein	4268.24	25705.8	10824.4	16120.1	26189	13239.3	7179.94	8347.47	2937.4	6142.88	4414.22	5677.59	7507.32	16134.4	5734.96	25369	11459.4	35147.2	20337.8	6465.75	15847	14095.4	6656.13	5180.18		38016.6	37226	42175.4	39019.8	15841.9	14882.3	5644.02	17991.1	4814.85	21707.6	4548.95	7621.96	4344.37	4238.54	12777.3	12362
Q5T750	Q5T750	XP32_HUMAN	XP32	Skin-specific protein 32	10545.9	3680.1		13032.9	5575.28	4874.09		2500.51					3083.17	10334.8	3968.29	5517.65		12359.9	6450.51			11913	8164.57			15077.1	14003.2	12892.2	15174.7		4214.73	4576.4	7054.25		5804.34		3181.2			4139.22	2746.56
Q5VVQ6	Q5VVQ6	OTU1_HUMAN	YOD1	Ubiquitin thioesterase OTU1		559.157								1175	619.095			899.063		1292.69		1003		824.48		661.699	846.905			2301.05	1979.29	1977.33							2080.71						
Q5XKE5	Q5XKE5	K2C79_HUMAN	KRT79	Keratin, type II cytoskeletal 79															1083.85	5414.99		1846.79	699.126				592.557	421.603		1784.41		6268.1												2443.92	15040.6
Q6KB66	Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	108216	199662	111003	146825	149701	106536	88210.1	116440	119596	107936	116084	133264	119739	164986	101222	209776	141367	258272	99553.2	96600.9	110724	107415	148746	110647		176156	133672	240797	144963	132878	131019	125504	148576	123637	179599	99767.7	100690	100935	95628.5	113591	130001
Q6UWP8	Q6UWP8	SBSN_HUMAN	SBSN	Suprabasin	2036.57	503.278	2407.93	1240.3	1654.5	1852.99	2122.84	2959.13	1655.05	2084.21	1842.45	1710.21	1364.24	1575.42	2357.74	1714.4	2265.21	1408.33	1716.19	2609.48	2338.14	2695.96	2143.09	2236.37		2455.37		4226.39		6735.96			7045.03	5644.43	3479.83	5034.84	4340.51	4924.83	5559.41	4993.59	5453.55
Q6XQN6	Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase		326.69														404.949			556.92				672.663																		
Q6ZNF0	Q6ZNF0	ACP7_HUMAN	ACP7	Acid phosphatase type 7		624.702											642.353	495.212							446.08		232.83												1794.84						
Q6ZP82	Q6ZP82	CC141_HUMAN	CCDC141	Coiled-coil domain-containing protein 141				1799.58							4272.99	2886	2452.03			2551.33											3362.06	3088.73			3874.11	4296.27	4146.17	4183.29						3102.82	
Q6ZRV2	Q6ZRV2	FA83H_HUMAN	FAM83H	Protein FAM83H		667.14																																							
Q6ZUI0	Q6ZUI0	TPRG1_HUMAN	TPRG1	Tumor protein p63-regulated gene 1 protein		165.557																																							
Q6ZUK4	Q6ZUK4	TMM26_HUMAN	TMEM26	Transmembrane protein 26	8124.73	2625.59	9111.44	8622.32	8896.54	8411.79	10744.3	5871.76		11555	10844.7	6102.3	8685.72	10050.3	10391	8407.85	6653.86	5783.26	11053.2	9726.48	7732.02	7310.32	4744	6700.76		4070.35		4284.9	1713.39												
Q6ZV73	Q6ZV73	FGD6_HUMAN	FGD6	FYVE, RhoGEF and PH domain-containing protein 6	4277.45	755.154	3701.09	5940.88	5178.14	3931.68	2120.39	3183.7		799.281		3187.91	645.552	2601.35		3190.6	5058.39	1757.65	2728.98	804.069	1176.06		3230.5	1916.86		748.803	577.606														
Q6ZVX7	Q6ZVX7	FBX50_HUMAN	NCCRP1	F-box only protein 50	26979.2	18475.9	26982.6	26653.8	24231.3	20553.4	29680.5	29256.7	37486.2	22615.5	25726.9	32154.7	20456.1	19986.3	15786.3	23774.5	26050.4	28245	26423.8	18711.9	21213.5	26416	32865.7	31938.9		16959.4	19303.8	18311.2	21515.1	20857.8	18459.4	21166.4	21058.5	23313.4	12303.3	17516.8				14939.1	15309.5
Q71U36	P0DPH7;P0DPH8;P68363;P68366;Q6PEY2;Q71U36;Q9BQE3;Q9NY65	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	24524.4	14420	20909.4	24001.9	26039.9	26054.3	25397.3	25140.4	6768.26	28538.8	26202.9	16678.9	27743.6	26682.3	30391.3	23797.7	25023.6	21944.6	29129	32661.2	29883	31496.6	27864.9	33048.3		14394.3	16999.8	14568.1	16959.6	16232.3	21562.5	20424.6	20192.3	20290.4	20858.2	26102.8	22627.8	26405.3	26763.4	27297.5	26112.7
Q7KZF4	Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	912.764	461.45	1215.24	742.982	653.255	633.561	609.038			859.24	745.439		602.07	1108	818.208	650.39	679.552	618.53		678.628	1038.95	732.336	588.4										2763.35		555.703		1040.47				
Q7L576	Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1		191.046														491.55																									
Q7L5L3	Q7L5L3	GDPD3_HUMAN	GDPD3	Lysophospholipase D GDPD3		765.256	553.095							622.76	719.357		701.826		618.24	585.1			569.853	921.301	534.79	1016.76	1218.11																1369.92	1732.65	1674.27
Q7Z3Y7	Q7Z3Y7	K1C28_HUMAN	KRT28	Keratin, type I cytoskeletal 28	3610.73	3956.19	4102.37	4735.52	4113.81	3999.12	3244.61	1364.47	2334.75	3026.53	3883.78	4717.86	3803.13	6901.82	4284.56	7084.46	5748.53	6266.62	3914.98	3992.75	5048.05	4085.37	5773.24	5999.37		4552.1	4385.45	8390.79	6725.03	3501.1	5648.2	4662.3	4992.77	5060.17	9918.86	5310.2	5941.98	5499.14	4797.5	6015.13	4749.29
Q7Z406	Q7Z406	MYH14_HUMAN	MYH14	Myosin-14		865.079			786.682								460.975			1195.23							1526.12												2252.95						
Q7Z4W1	Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase		1211.51	2964.14	1888.99	1895.55	1218.22	1368.34	817.804	1466.14	1582.71	1680.37		1135.16	1320.94	1027.41	1267.26	1993.99	2312.16	1395.99	1143.78	1978.28	995.605		920.117		2846.71		3068.66	2814.9		2543.29		2370.17		2469.03		1856.8	1453.79	1504.64		1821.35
Q7Z5H4	Q7Z5H4	VN1R5_HUMAN	VN1R5	Vomeronasal type-1 receptor 5	13227.3	4904.7	12931.5	14996.5	12017.5	14172.1	14074.6	9170.57	6245.76	18849	20220.4	10548	14218.2	15186.7	19023.2	10830.4	14361.1	13678.9	14594.6	16370.1	16937.6	14744.2	10478.2	12353.4		11411.3	10192.7	11694.5	10234.6	7690.11	10735	9491.7	12233	10249.9	6216.95	8891	12353.2	12642.4	10318.6	11531.5	9615.63
Q7Z794	Q7Z794	K2C1B_HUMAN	KRT77	Keratin, type II cytoskeletal 1b	11522.8	3115.76	12737.6	17396.3	13088.3	13846.7	11758.7	11013.9	11328.6	11323.6	12133.2	18454.3	12173.3	61771.3	12815.4	11256.7	24843.8	29611.9	19566.7	15828.3	16385	17804.6	10486.3	12838.4		30212.2	22008.5	17097.5	41786.6	20923	20287.7	19317.1	18950.9	17979	17969.8	13988.5	21650.5	14854.7	15312.5	14847.2	15383.5
Q86V81	Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	676.761	130.668	475.204		537.163	723.06	415.835	290.297		661.816	253.565			98.1712	712.634		527.632		802.54	498.093	548.863	589.867		706.245						1910.36	2052.16			2446.48		2726.53		1777.04	1811.33	1841.49	1522.68
Q86VP6	Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1		57.3033																					235.432																		
Q86W26	Q86W26	NAL10_HUMAN	NLRP10	NACHT, LRR and PYD domains-containing protein 10		374.37																					669.629																		
Q86WN1	Q86WN1	FCSD1_HUMAN	FCHSD1	F-BAR and double SH3 domains protein 1		405.585																																							
Q86XP0	Q86XP0	PA24D_HUMAN	PLA2G4D	Cytosolic phospholipase A2 delta		1164.02														1244.66		379.717			980.592		885.533												1170.33						
Q86Y46	Q14CN4;Q3SY84;Q7RTS7;Q86Y46	K2C73_HUMAN	KRT73	Keratin, type II cytoskeletal 73	1140.76	1279	1165.61	1797.79	2740.18	2461.2	1810.36	1212.36		1242.6	883.618	1265.2	1205.64	4309.86	1605.89	2200.7	1473.7	9151.93	949.119	1247.31	2036.78	1734.91	1369.4	1111.63		400.21	211.813	435.624							607.247					637.974	
Q86YZ3	Q86YZ3	HORN_HUMAN	HRNR	Hornerin	17443.8	4304.85	20916.2	16067.5	18443.5	17962.6	17229.9	24502.7	23027.7	19888.2	18929.8	18118.1	18495.6	17489.3	18517.7	18470.6	21663.3	246777	22620.2	25471.5	16298.7	16329.2	10356.8	23260.5		18454.8	17740.9	9640.9	23947.6	24756.1	24641.3	24176.4	20859.2	21151.7	20724.5	20068.1	19145.5	18107.2	20107.3	21197.4	25121.5
Q8IUE6	Q8IUE6	H2A2B_HUMAN	HIST2H2AB	Histone H2A type 2-B	4683.72	541.478	3840.53	3458.81	3430.69	2365.44	3988.1	3257.54		3136.31	8375.99	4059.03	3226.69	2330.99		3278.45	4184.17	1909	3006.41	5283.73		3491.4		3381.69				2945.33		3631.7	2925.29	4625.88	5312.42	4603.31							
Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	Phospholipase D3		375.556			499.179					595.436	783.393		413.106			760.53		571.741		581.217							2598.18														2537.64
